source_file,chunk_id,word_count,removed,reason
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0001,350,True,Boilerplate or PDF navigation noise
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0002,350,True,Boilerplate or PDF navigation noise
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0003,350,True,Boilerplate or PDF navigation noise
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0004,350,False,Kept
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0005,350,True,Boilerplate or PDF navigation noise
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0006,350,False,Kept
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0007,350,True,Boilerplate or PDF navigation noise
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0008,350,False,Kept
microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0009,174,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0001,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0002,350,True,Boilerplate or PDF navigation noise
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0003,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0004,350,True,Likely table of contents / dot leaders
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0005,350,True,Likely table of contents / dot leaders
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0006,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0007,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0008,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0009,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0010,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0011,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0012,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0013,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0014,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0015,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0016,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0017,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0018,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0019,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0020,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0021,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0022,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0023,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0024,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0025,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0026,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0027,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0028,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0029,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0030,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0031,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0032,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0033,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0034,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0035,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0036,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0037,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0038,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0039,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0040,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0041,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0042,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0043,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0044,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0045,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0046,350,False,Kept
nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0047,350,False,Kept
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0001,350,True,Boilerplate or PDF navigation noise
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0002,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0003,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0004,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0005,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0006,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0007,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0008,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0009,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0010,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0011,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0012,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0013,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0014,350,True,Boilerplate or PDF navigation noise
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0015,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0016,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0017,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0018,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0019,350,True,Likely table of contents / dot leaders
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0020,350,True,Boilerplate or PDF navigation noise
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0021,350,False,Kept
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0022,350,False,Kept
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0023,350,False,Kept
redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0024,350,False,Kept
